Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides WT_1	Peptides WT_2	Peptides WT_3	Peptides KO_1	Peptides KO_2	Peptides KO_3	Razor + unique peptides WT_1	Razor + unique peptides WT_2	Razor + unique peptides WT_3	Razor + unique peptides KO_1	Razor + unique peptides KO_2	Razor + unique peptides KO_3	Unique peptides WT_1	Unique peptides WT_2	Unique peptides WT_3	Unique peptides KO_1	Unique peptides KO_2	Unique peptides KO_3	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Fraction average	Fraction 1	Q-value	Score	Identification type WT_1	Identification type WT_2	Identification type WT_3	Identification type KO_1	Identification type KO_2	Identification type KO_3	Sequence coverage WT_1 [%]	Sequence coverage WT_2 [%]	Sequence coverage WT_3 [%]	Sequence coverage KO_1 [%]	Sequence coverage KO_2 [%]	Sequence coverage KO_3 [%]	Intensity	Intensity WT_1	Intensity WT_2	Intensity WT_3	Intensity WT_4	Intensity KO_1	Intensity KO_2	Intensity KO_3	Intensity KO_4	iBAQ	iBAQ WT_1	iBAQ WT_2	iBAQ WT_3	iBAQ KO_1	iBAQ KO_2	iBAQ KO_3	MS/MS count WT_1	MS/MS count WT_2	MS/MS count WT_3	MS/MS count KO_1	MS/MS count KO_2	MS/MS count KO_3	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	reshuffled	reshuffled (#1)
Q15464	Q15464	1	1	1	SH2 domain-containing adapter protein B	SHB	SH2 domain-containing adapter protein B OS=Homo sapiens GN=SHB PE=1 SV=2	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.1	3.1	3.1	55.042	509	509	1.0	1	1.0	-2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	+	NA	NA	2591	NA	NA
Q15542	Q15542	1	1	1	Transcription initiation factor TFIID subunit 5	TAF5	Transcription initiation factor TFIID subunit 5 OS=Homo sapiens GN=TAF5 PE=1 SV=3	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.6	1.6	1.6	86.829	800	800	1.0	19	1.0	-2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	+	NA	NA	2593	NA	NA
Q17RM4	Q17RM4	1	1	1	Coiled-coil domain-containing protein 142	CCDC142	Coiled-coil domain-containing protein 142 OS=Homo sapiens GN=CCDC142 PE=2 SV=1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.4	2.4	2.4	81.642	750	750	1.0	1	1.0	-2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	+	NA	NA	2659	NA	NA
Q31708	Q31708	1	1	1	Ribosomal protein S4, mitochondrial	RPS4	Ribosomal protein S4, mitochondrial OS=Arabidopsis thaliana GN=RPS4 PE=2 SV=2	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.4	4.4	4.4	43.39	362	362	1.0	21	1.0	-2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	+	NA	NA	2677	NA	NA
Q3E8E5	Q3E8E5	3	1	1	Putative myrosinase 3	TGG3	Putative myrosinase 3 OS=Arabidopsis thaliana GN=TGG3 PE=5 SV=1	1	3	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.1	1.6	1.6	50.757	439	439	1.0	12	1.0	-2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.3844E8	NA	NA	NA	NA	NA	NA	NA	NA	2.4556E7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	+	NA	NA	2722	NA	NA
Q4U2R8	Q4U2R8	1	1	1	Solute carrier family 22 member 6	SLC22A6	Solute carrier family 22 member 6 OS=Homo sapiens GN=SLC22A6 PE=1 SV=1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.8	1.8	1.8	61.816	563	563	1.0	2	1.0	-2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.9432E8	NA	NA	NA	NA	NA	NA	NA	NA	1.2797E7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	+	NA	NA	2781	NA	NA
Q5JQC4	Q5JQC4	1	1	1	Cancer/testis antigen 47A	CT47A1	Cancer/testis antigen 47A OS=Homo sapiens GN=CT47A1 PE=2 SV=1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.2	4.2	4.2	30.1	288	288	1.0	3	1.0	-2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	+	NA	NA	2824	NA	NA
Q5U5R9	Q5U5R9	1	1	1	Probable E3 ubiquitin-protein ligase HECTD2	HECTD2	Probable E3 ubiquitin-protein ligase HECTD2 OS=Homo sapiens GN=HECTD2 PE=2 SV=2	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.2	1.2	1.2	88.121	776	776	1.0	3	1.0	-2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	+	NA	NA	2856	NA	NA
Q5UE93	Q5UE93	1	1	1	Phosphoinositide 3-kinase regulatory subunit 6	PIK3R6	Phosphoinositide 3-kinase regulatory subunit 6 OS=Homo sapiens GN=PIK3R6 PE=1 SV=1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.2	1.2	1.2	84.257	754	754	1.0	2	1.0	-2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	+	NA	NA	2859	NA	NA
Q5VU43;REV__Q8N4Y2;REV__Q84LK0;Q07283	Q5VU43	3;1;1;1	3;1;1;1	3;1;1;1	Myomegalin	PDE4DIP	Myomegalin OS=Homo sapiens GN=PDE4DIP PE=1 SV=1	4	3	3	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.3	1.3	1.3	265.08	2346	2346;399;1118;1943	1.0	23	1.0	-2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.3556E8	NA	NA	NA	NA	NA	NA	NA	NA	2222200.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	+	NA	NA	2863	NA	NA
Q5VZ66	Q5VZ66	1	1	1	Janus kinase and microtubule-interacting protein 3	JAKMIP3	Janus kinase and microtubule-interacting protein 3 OS=Homo sapiens GN=JAKMIP3 PE=2 SV=2	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.2	1.2	1.2	98.528	844	844	1.0	1	1.0	-2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	+	NA	NA	2867	NA	NA
Q674X7	Q674X7	1	1	1	Kazrin	KAZN	Kazrin OS=Homo sapiens GN=KAZN PE=1 SV=2	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.3	1.3	1.3	86.35	775	775	1.0	2	1.0	-2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	+	NA	NA	2877	NA	NA
Q67Z79	Q67Z79	1	1	1	NA	At5g17930	MIF4G domain-containing protein / MA3 domain-containing protein OS=Arabidopsis thaliana GN=MCM23.1 PE=2 SV=1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.1	1.1	1.1	90.006	784	784	1.0	1	1.0	-2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.3141E7	NA	NA	NA	NA	NA	NA	NA	NA	336950.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	+	NA	NA	2879	NA	NA
Q68DE3	Q68DE3	1	1	1	Basic helix-loop-helix domain-containing protein KIAA2018	KIAA2018	Basic helix-loop-helix domain-containing protein USF3 OS=Homo sapiens GN=USF3 PE=1 SV=3	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7	0.7	0.7	241.68	2245	2245	1.0	6	1.0	-2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	+	NA	NA	2883	NA	NA
Q6IEE8	Q6IEE8	1	1	1	Schlafen family member 12-like	SLFN12L	Schlafen family member 12-like OS=Homo sapiens GN=SLFN12L PE=2 SV=4	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.4	1.4	1.4	67.096	588	588	1.0	3	1.0	-2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	+	NA	NA	2898	NA	NA
Q6NPL8	Q6NPL8	1	1	1	NA	At2g37910	At2g37910 OS=Arabidopsis thaliana GN=At2g37910 PE=2 SV=1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.9	6.9	6.9	26.029	232	232	1.0	1	1.0	-2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	+	NA	NA	2906	NA	NA
Q6ZMR3	Q6ZMR3	3	2	2	L-lactate dehydrogenase A-like 6A	LDHAL6A	L-lactate dehydrogenase A-like 6A OS=Homo sapiens GN=LDHAL6A PE=2 SV=1	1	3	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.7	5.1	5.1	36.507	332	332	1.0	41	1.0	-2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.0533E8	NA	NA	NA	NA	NA	NA	NA	NA	4.3111E7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17	+	NA	NA	2953	NA	NA
Q6ZUB1	Q6ZUB1	1	1	1	Spermatogenesis-associated protein 31E1	SPATA31E1	Spermatogenesis-associated protein 31E1 OS=Homo sapiens GN=SPATA31E1 PE=2 SV=2	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6	0.6	0.6	157.13	1445	1445	1.0	1	1.0	-2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	+	NA	NA	2959	NA	NA
Q84J39	Q84J39	1	1	1	B3 domain-containing protein REM1	REM1	B3 domain-containing protein REM1 OS=Arabidopsis thaliana GN=REM1 PE=2 SV=1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.5	3.5	3.5	58.387	517	517	1.0	11	1.0	-2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	+	NA	NA	3026	NA	NA
Q86SQ9	Q86SQ9	1	1	1	Dehydrodolichyl diphosphate syntase complex subunit DHDDS	DHDDS	Dehydrodolichyl diphosphate synthase complex subunit DHDDS OS=Homo sapiens GN=DHDDS PE=1 SV=3	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.1	5.1	5.1	38.657	333	333	1.0	2	1.0	-2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	+	NA	NA	3036	NA	NA
Q8GUN7;Q8RY94	Q8GUN7;Q8RY94	2;1	2;1	2;1	Adenylosuccinate lyase	At1g36280;At4g18440	Adenylosuccinate lyase OS=Arabidopsis thaliana GN=At1g36280 PE=2 SV=1;Adenylosuccinate lyase OS=Arabidopsis thaliana GN=At4g18440 PE=1 SV=1	2	2	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.8	2.8	2.8	58.815	527	527;536	1.0	22	1.0	-2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.5253E7	NA	NA	NA	NA	NA	NA	NA	NA	1036900.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	+	NA	NA	3082	NA	NA
Q8GYX2	Q8GYX2	1	1	1	NA	NA	At5g20700 OS=Arabidopsis thaliana GN=At5g20700 PE=2 SV=1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.0	6.0	6.0	27.739	248	248	1.0	2	1.0	-2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.1421E7	NA	NA	NA	NA	NA	NA	NA	NA	5815800.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	+	NA	NA	3089	NA	NA
Q8H136;Q9LYJ9	Q8H136;Q9LYJ9	2;2	1;1	1;1	DEAD-box ATP-dependent RNA helicase 14;DEAD-box ATP-dependent RNA helicase 46	RH14;RH46	DEAD-box ATP-dependent RNA helicase 14 OS=Arabidopsis thaliana GN=RH14 PE=1 SV=2;DEAD-box ATP-dependent RNA helicase 46 OS=Arabidopsis thaliana GN=RH46 PE=2 SV=2	2	2	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.7	1.9	1.9	67.727	619	619;645	1.0	1	1.0	-2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	+	NA	NA	3103	NA	NA
Q8IUG5;REV__Q5TZA2;Q9BW11	Q8IUG5	3;1;1	3;1;1	3;1;1	Unconventional myosin-XVIIIb	MYO18B	Unconventional myosin-XVIIIb OS=Homo sapiens GN=MYO18B PE=1 SV=1	3	3	3	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.1	1.1	1.1	285.18	2567	2567;2017;206	1.0	63	1.0	-2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.0019E8	NA	NA	NA	NA	NA	NA	NA	NA	4598800.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17	+	NA	NA	3110	NA	NA
Q8IWE4	Q8IWE4	1	1	1	DCN1-like protein 3	DCUN1D3	DCN1-like protein 3 OS=Homo sapiens GN=DCUN1D3 PE=1 SV=1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.9	5.9	5.9	34.291	304	304	1.0	15	1.0	-2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.1366E8	NA	NA	NA	NA	NA	NA	NA	NA	1.187E7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	+	NA	NA	3125	NA	NA
Q8IWJ2	Q8IWJ2	3	3	3	GRIP and coiled-coil domain-containing protein 2	GCC2	GRIP and coiled-coil domain-containing protein 2 OS=Homo sapiens GN=GCC2 PE=1 SV=4	1	3	3	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.6	2.6	2.6	195.91	1684	1684	1.0	17	1.0	-2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.0501E8	NA	NA	NA	NA	NA	NA	NA	NA	2328300.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	+	NA	NA	3126	NA	NA
Q8L9S3	Q8L9S3	1	1	1	Glutaredoxin-C6	GRXC6	Glutaredoxin-C6 OS=Arabidopsis thaliana GN=GRXC6 PE=2 SV=2	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.2	6.2	6.2	15.566	144	144	1.0	1	1.0	-2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	+	NA	NA	3177	NA	NA
Q8LB08	Q8LB08	1	1	1	ADP,ATP carrier protein ER-ANT1	ER-ANT1	ADP,ATP carrier protein ER-ANT1 OS=Arabidopsis thaliana GN=ER-ANT1 PE=2 SV=2	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.6	5.6	5.6	33.788	306	306	1.0	6	1.0	-2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	+	NA	NA	3183	NA	NA
Q8LF36	Q8LF36	1	1	1	Serine/threonine protein phosphatase 2A 57 kDa regulatory subunit B theta isoform	BTHETA	Serine/threonine protein phosphatase 2A 57 kDa regulatory subunit B theta isoform OS=Arabidopsis thaliana GN=BTHETA PE=1 SV=2	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.2	2.2	2.2	56.509	492	492	1.0	10	1.0	-2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	+	NA	NA	3203	NA	NA
Q8N1A0	Q8N1A0	1	1	1	Keratin-like protein KRT222	KRT222	Keratin-like protein KRT222 OS=Homo sapiens GN=KRT222 PE=2 SV=1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.7	3.7	3.7	34.157	295	295	1.0	1	1.0	-2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	+	NA	NA	3216	NA	NA
Q8N257	Q8N257	6	1	1	Histone H2B type 3-B	HIST3H2BB	Histone H2B type 3-B OS=Homo sapiens GN=HIST3H2BB PE=1 SV=3	1	6	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	41.3	5.6	5.6	13.908	126	126	1.0	21	1.0	-2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.4991E8	NA	NA	NA	NA	NA	NA	NA	NA	4.9991E7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14	+	NA	NA	3221	NA	NA
Q8N370	Q8N370	1	1	1	Large neutral amino acids transporter small subunit 4	SLC43A2	Large neutral amino acids transporter small subunit 4 OS=Homo sapiens GN=SLC43A2 PE=1 SV=1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.8	1.8	1.8	62.746	569	569	1.0	1	1.0	-2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	+	NA	NA	3224	NA	NA
Q8N8C0	Q8N8C0	1	1	1	Zinc finger protein 781	ZNF781	Zinc finger protein 781 OS=Homo sapiens GN=ZNF781 PE=2 SV=1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.4	3.4	3.4	41.526	355	355	1.0	1	1.0	-2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	+	NA	NA	3245	NA	NA
Q8N8N7	Q8N8N7	1	1	1	Prostaglandin reductase 2	PTGR2	Prostaglandin reductase 2 OS=Homo sapiens GN=PTGR2 PE=1 SV=1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.6	2.6	2.6	38.499	351	351	1.0	14	1.0	-2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	+	NA	NA	3246	NA	NA
Q8NHQ1	Q8NHQ1	1	1	1	Centrosomal protein of 70 kDa	CEP70	Centrosomal protein of 70 kDa OS=Homo sapiens GN=CEP70 PE=1 SV=2	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.4	3.4	3.4	69.751	597	597	1.0	1	1.0	-2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	+	NA	NA	3289	NA	NA
Q8NI77	Q8NI77	1	1	1	Kinesin-like protein KIF18A	KIF18A	Kinesin-like protein KIF18A OS=Homo sapiens GN=KIF18A PE=1 SV=2	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.2	1.2	1.2	102.28	898	898	1.0	13	1.0	-2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	+	NA	NA	3293	NA	NA
Q8RUI8	Q8RUI8	1	1	1	NA	At5g23200	C5orf35 OS=Arabidopsis thaliana GN=MKD15.6 PE=1 SV=1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.0	3.0	3.0	44.851	399	399	1.0	2	1.0	-2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	+	NA	NA	3296	NA	NA
Q8RYC2	Q8RYC2	9	1	1	Putative actin-5	ACT5	Putative actin-5 OS=Arabidopsis thaliana GN=ACT5 PE=5 SV=1	1	9	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26.5	3.7	3.7	42.117	378	378	1.0	1	1.0	-2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	+	NA	NA	3312	NA	NA
Q8TD10	Q8TD10	1	1	1	Mirror-image polydactyly gene 1 protein	MIPOL1	Mirror-image polydactyly gene 1 protein OS=Homo sapiens GN=MIPOL1 PE=1 SV=1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.5	4.5	4.5	51.537	442	442	1.0	1	1.0	-2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	+	NA	NA	3339	NA	NA
Q8TE76	Q8TE76	2	1	1	MORC family CW-type zinc finger protein 4	MORC4	MORC family CW-type zinc finger protein 4 OS=Homo sapiens GN=MORC4 PE=1 SV=2	1	2	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.6	1.0	1.0	106.35	937	937	1.0	1	1.0	-2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	+	NA	NA	3348	NA	NA
Q8VZB9;P59231;REV__Q969V4	Q8VZB9;P59231	7;6;1	1;0;0	1;0;0	60S ribosomal protein L10a-1;60S ribosomal protein L10a-3	RPL10AA;RPL10AC	60S ribosomal protein L10a-1 OS=Arabidopsis thaliana GN=RPL10AA PE=1 SV=1;60S ribosomal protein L10a-3 OS=Arabidopsis thaliana GN=RPL10AC PE=1 SV=1	3	7	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28.7	4.2	4.2	24.469	216	216;217;418	1.0	9	1.0	-2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.0033E8	NA	NA	NA	NA	NA	NA	NA	NA	1.3355E7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	+	NA	NA	3367	NA	NA
